Unnamed: 0,target_role,Company,Package(P/A),Experince,Skills,Job_Description,Rating,Reviews,Location,Link-of-job
314,Data Scientist,Medi Assist,Not disclosed,2-5 Yrs ,"['Data Science', 'Natural language processing', 'Process', 'Jupyter Notebook', 'Data', 'Machine learning', 'Artificial Intelligence', 'Notebook']",Roles and Responsibilities Job Description:ResponsibilitiesTotal exp: 2.8 to 5 yearLoca...,3.7,1036.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-medi-assist-bangalore-bengaluru-2-to-5-years-200623005400
315,Data Scientist,Intechhub Solutions,Not disclosed,4-8 Yrs ,"['Pattern Recognition', 'Data Visualisation', 'data science', 'Artificial Intelligence', 'machine learning', 'Design patterns', 'Deep Learning', 'Recognition']",The ideal candidate should be proficient at using large data sets to find opportunities...,,,Remote,https://www.naukri.com/job-listings-data-scientist-intechhub-solutions-salem-4-to-8-years-030723006026
316,Data Scientist,Megma Services,Not disclosed,1-4 Yrs ,"['Data Science', 'Data mining', 'Analysis', 'Data', 'Data analysis', 'Science', 'Data Visualization', 'Data Scientist']",Experience- 0-3 years in Data science Qualification- Graduation / PG / BE / BTECH / TEC...,,,"Mumbai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-scientist-megma-services-mumbai-bangalore-bengaluru-1-to-4-years-290623903295
319,Data Scientist,Diverse Lynx,Not disclosed,2-7 Yrs ,"['data analytics', 'data science', 'data', 'science', 'analytics', 'Data Scientist']",Detailed JD: 1. Certificate in Data Science 2. Experience in working on some tools for ...,3.6,148.0,Pune,https://www.naukri.com/job-listings-data-scientist-diverse-lynx-pune-2-to-7-years-090221500139
320,Data Scientist,Verolt Engineering,Not disclosed,4-9 Yrs ,"['analysis', 'sql', 'data analytics', 'big data analytics', 'renewable energy', 'python', 'automotive', 'science']",Experience in Python (mainly Pandas / NumPy) & SQLExperience working with relational da...,,,Pune,https://www.naukri.com/job-listings-data-scientist-verolt-engineering-limited-pune-4-to-9-years-051222500280
321,Data Scientist,Acme Services,Not disclosed,2-8 Yrs ,"['Technical documentation', 'Documentation', 'NoSQL', 'Data analytics', 'Technical', 'Data Science', 'Analytical', 'Analytics']","Qualifications: Bachelor s / Master s degree in data science, statistics, economics, ma...",4.8,28.0,Mumbai,https://www.naukri.com/job-listings-data-scientist-acme-services-mumbai-2-to-8-years-020623500537
324,Data Scientist,7 Consultancy,Not disclosed,2-7 Yrs ,"['source', 'data', 'data science', 'big data', 'deployment', 'model development', 'workflow', 'advanced analytics']",Analytical Model Development To develop end to end web based predictive & big data anal...,4.0,3.0,New Delhi,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-new-delhi-2-to-7-years-290620500316
325,Data Scientist,Seven Consultancy (HR Solution),Not disclosed,3-8 Yrs ,"['infrastructure', 'apache', 'management', 'data analytics', 'programming', 'machine learning', 'oops', 'python']",1.Python Programming 2.Strong OOPS Concepts 3.Strong knowledge in CS fundamentals - Dat...,4.0,3.0,Chennai,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501506
326,Data Scientist,Seven Consultancy (HR Solution),Not disclosed,3-8 Yrs ,"['infrastructure', 'apache', 'management', 'data analytics', 'programming', 'big data analytics', 'machine learning', 'python']",1.Python Programming 2.Strong OOPS Concepts 3.Strong knowledge in CS fundamentals - Dat...,4.0,3.0,New Delhi,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-new-delhi-3-to-8-years-280322501505
327,Data Scientist,Seven Consultancy (HR Solution),Not disclosed,2-7 Yrs ,"['infrastructure', 'apache', 'management', 'data analytics', 'machine learning', 'big data analytics', 'python', 'data']",JOB DETAILS 1.Python Programming 2.Strong OOPS Concepts 3.Strong knowledge in CS fundam...,4.0,3.0,Mumbai,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-mumbai-2-to-7-years-280322501325
336,Senior Data Scientist,Everstream Analytics,Not disclosed,5-10 Yrs ,"['Spark', 'Natural language processing', 'Python', 'Science', 'Processing', 'Data Science', 'Hive', 'Senior']",Everstream Analyst Senior Data ScientistABOUT USEverstream Analytics enables companies ...,,,"Pune, Maharashtra",https://www.naukri.com/job-listings-senior-data-scientist-everstream-analytics-pune-maharashtra-5-to-10-years-300623004298
337,Senior Data Scientist,Ketto,Not disclosed,3-6 Yrs ,"['Data Science', 'Natural Language Processing', 'machine learning algorithms', 'Python', 'Vision', 'Deep Learning', 'Networking', 'Docker']",Minimum 3 years of experience in building machine learning models Your technical expert...,4.3,155.0,Mumbai (All Areas),https://www.naukri.com/job-listings-senior-data-scientist-ketto-mumbai-all-areas-3-to-6-years-300623003675
340,Senior Data Scientist,Cocentrus,Not disclosed,6-10 Yrs ,"['Data Science', 'Data Visualization', 'Machine', 'Python', 'Science', 'R', 'Tableau', 'Power Bi']","Required Skills : Bachelors or advanced degree in Statistics, Computer Science, Mathema...",,,Gurgaon/Gurugram,https://www.naukri.com/job-listings-senior-data-scientist-cocentrus-gurgaon-gurugram-6-to-10-years-290623904190
341,Senior Data Scientist,ADQ Services,Not disclosed,6-11 Yrs ,"['Natural Language Processing', 'Data warehousing', 'Data Warehousing Concepts', 'Computer', 'Languages', 'DBMS', 'Machine', 'Database Creation']","Required Technical Skills: . Statistics Good applied statistical skills, including know...",,,"Hyderabad/ Secunderabad, Telangana",https://www.naukri.com/job-listings-senior-data-scientist-adq-services-hyderabad-secunderabad-telangana-6-to-11-years-270623005382
361,Data Analyst,"DAT Solutions, Llc",Not disclosed,2-3 Yrs ,"['Data analytics', 'Data analysis', 'Management', 'Power Bi', 'SQL', 'Supply', 'Supply chain', 'Analytics']",Bachelor s degree in Industrial Engineering (preferred) or equivalent degree from a lea...,2.9,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-dat-solutions-llc-bangalore-bengaluru-2-to-3-years-190623500055
363,Data Analyst,Leafy Creatives Solutions,Not disclosed,0-1 Yrs ,"['Python', 'Database management', 'Analysis', 'Data', 'DBMS', 'Management', 'Data analysis', 'Statistics']","Your role will involve creating and maintaining data dashboards, conducting statistical...",,,Gurgaon/Gurugram,https://www.naukri.com/job-listings-data-analyst-leafy-creatives-solutions-gurgaon-gurugram-0-to-1-years-030723501916
364,Data Analyst,Encora,Not disclosed,5-8 Yrs ,"['Power Bi', 'MySQL', 'Healthcare', 'Data Analytics', 'Bi', 'Tableau', 'Analytics', 'Data']","Mandatory Skills: . 5+ years of Experience with either of Tableau, AWS QuickSight, or P...",4.0,282.0,"Hybrid - Pune, Maharashtra",https://www.naukri.com/job-listings-data-analyst-encora-pune-maharashtra-5-to-8-years-280623007282
366,Data Analyst,Anakin Skywalker,2.5-3.5 Lacs PA,0-3 Yrs ,"['Data Cleansing', 'Excel', 'Data Analysis', 'Data Reporting', 'Formulas', 'Advanced Excel', 'Spreadsheets', 'MS Office']","Proven experience in data entry, data processing, or a related field, with a strong foc...",,,"Bangalore/ Bengaluru, Karnataka(HSR Layout)",https://www.naukri.com/job-listings-data-analyst-anakin-skywalker-bangalore-bengaluru-karnataka-0-to-3-years-270623003826
369,Senior Data Scientist,Neustar(A Transunion Company),Not disclosed,3-7 Yrs ,"['SQL', 'Data Science', 'Data', 'Machine', 'SCALA', 'Senior', 'Machine learning', 'Pyspark']","The data sets under analysis are large, and growing larger still, and so the data scien...",4.2,37.0,Hybrid - Bangalore/Bengaluru,https://www.naukri.com/job-listings-senior-data-scientist-neustar-a-transunion-company-bangalore-bengaluru-3-to-7-years-050523008900
370,Data Scientist,Cognizant,Not disclosed,4-9 Yrs ,"['Data Science', 'Machine Learning', 'Python', 'Machine', 'Science', 'Data']","Job Description :-Data science- ML, Text analytics, Regression, Data classification and...",3.9,34570.0,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-scientist-cognizant-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-9-years-130623004778
372,Data Scientist,Blackbuck,Not disclosed,3-7 Yrs ,"['sensors', 'operations', 'program', 'planning', 'data science', 'financial services', 'data', 'image processing']","Some of the problem areas are Insights across drivers, truck owners, and shippers Risk ...",3.8,1639.0,"Gurgaon/Gurugram, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-scientist-blackbuck-gurgaon-gurugram-bangalore-bengaluru-3-to-7-years-170119500435
374,Data Scientist,Accolite Software India Pvt Ltd,Not disclosed,3-6 Yrs ,"['data analytics', 'data', 'business rules', 'research', 'machine', 'sql', 'rules', 'analytics']","Experience in technologies like Python, Jupyter, Machine Learning Algorithms, SQL, Data...",3.6,451.0,"Hyderabad/Secunderabad, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-scientist-accolite-software-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-3-to-6-years-181022502080
386,Data Analyst,RK Hr Management,2-3.5 Lacs PA,2-6 Yrs ,"['data analysis', 'Data Interpretation', 'Data Analytics', 'Statistical Techniques', 'Analysis', 'Interpretation', 'Data', 'Analytics']",Acquire data from primary or secondary data sources and maintain databases / data syste...,,,Ahmedabad,https://www.naukri.com/job-listings-data-analyst-rk-hr-management-ahmedabad-2-to-6-years-010723004556
390,Senior Data Scientist,Fractal Analytics,Not disclosed,5-10 Yrs ,"['Senior', 'Supply chain', 'Analytical', 'Analytics', 'SQL', 'Troubleshooting', 'Data', 'Management']","Required Skills: . 5+ years of work experience related to data science, analytics . Pre...",4.1,449.0,"Mumbai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-senior-data-scientist-fractal-protocol-mumbai-bangalore-bengaluru-5-to-10-years-280623501080
398,Data Scientist,Megma Services,Not disclosed,4-6 Yrs ,"['Python', 'Hadoop', 'R', 'Data Science', 'Gaming', 'Data', 'Spark', 'AWS']",A masters or PhD degree is preferredProficiency in programming languages such as Python...,,,Ahmedabad,https://www.naukri.com/job-listings-data-scientist-megma-services-ahmedabad-4-to-6-years-280623909573
399,Data Scientist,TRH Consultancy Services,Not disclosed,5-10 Yrs ,"['Machine Learning', 'Machine', 'Pytorch', 'Python', 'R', 'Science', 'Tensorflow', 'Data Science']","This is a Delhi based role, with daily reporting to office with NO work from homeMust h...",,,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi",https://www.naukri.com/job-listings-data-scientist-trh-consultancy-services-kolkata-mumbai-nagpur-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-5-to-10-years-270223911164
400,Data Scientist,Megma Services,Not disclosed,1-4 Yrs ,"['Data science', 'Data mining', 'Science', 'Data analysis', 'Data', 'Analysis', 'Data Solutions']",Essential Duties And Responsibilities:Leading Fintech company requires DATA SCIENTIST -...,,,"Mumbai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-scientist-megma-services-mumbai-bangalore-bengaluru-1-to-4-years-190623904892
402,Data Scientist,Everstream Analytics,Not disclosed,2-6 Yrs ,"['Spark', 'Languages', 'Natural language processing', 'Data Science', 'Processing', 'Data', 'Python', 'Process']","Everstream Analyst Data Scientist As a member of the project team, the Data Scientist w...",,,"Pune, Maharashtra",https://www.naukri.com/job-listings-data-scientist-everstream-analytics-pune-maharashtra-2-to-6-years-300623004456
403,Data Scientist,Darshan Softech (DSPL),12-18 Lacs PA,4-6 Yrs ,"['data science', 'Analysis', 'Analytics', 'Data', 'SQL', 'Data mining', 'Modeling', 'Predictive modeling']","Bachelors degree in a highly numerate discipline - Mathematics, Statistics, Computer Sc...",3.9,39.0,Vadodara,https://www.naukri.com/job-listings-data-scientist-darshan-softech-dspl-vadodara-baroda-4-to-6-years-270623009563
404,Data Scientist,Sumeru Software Solutions,9-19 Lacs PA,6-11 Yrs ,"['Data Science', 'python', 'Data', 'AWS', 'Machine', 'SQL', 'Machine learning', 'Science']","Data Scientist1.Relevant work experience with a proven track record of designing, devel...",,,Hybrid - Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-scientist-sumeru-software-solutions-bangalore-bengaluru-6-to-11-years-190623005953
405,Data Scientist,Electrifai Technology Solutions,Not disclosed,5-10 Yrs ,"['Data Science', 'Machine Learning', 'Deep Learning', 'Ml', 'Algorithms', 'Ml Algorithms', 'Data', 'Pandas']","Masters degree in a quantitative discipline (e.g., Statistics, Operations Research, Bio...",2.9,17.0,Remote,https://www.naukri.com/job-listings-data-scientist-electrifai-technology-solutions-noida-uttar-pradesh-5-to-10-years-090123005071
406,Data Scientist,RedBox HR Consulting,Not disclosed,3-8 Yrs ,"['Data science', 'Artificial Intelligence', 'SQL', 'Airflow', 'Science', 'GCP', 'Data mining', 'Github']",Experience in use of NLP text mining / transformer models tooling to create customer he...,,,Gurgaon/Gurugram,https://www.naukri.com/job-listings-data-scientist-redbox-hr-consulting-gurgaon-gurugram-3-to-8-years-300623902819
411,Data Scientist,Gridlex,Not disclosed,3-5 Yrs ,"['Data Science', 'python', 'Statistics', 'sql', 'Analytics', 'Data', 'SAS', 'Algorithms']","Bachelors degree or equivalent experience in a quantitative field (Statistics, Mathemat...",3.9,27.0,Hyderabad/Secunderabad(Jubilee Hills),https://www.naukri.com/job-listings-data-scientist-gridlex-hyderabad-secunderabad-3-to-5-years-100523007957
416,Data Analyst,Siemens,Not disclosed,1-4 Yrs ,"['Functional testing', 'Analysis', 'Excel', 'Business services', 'Data analysis', 'Tableau', 'Data', 'Business analysis']",. Must be a quicklearner and should be able to think critically . Strong knowledgeand w...,4.2,3640.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-analyst-siemens-limited-bangalore-bengaluru-1-to-4-years-290623501209
417,Data Analyst,Tech Mahindra,Not disclosed,4-8 Yrs ,"['Power Bi', 'Azure Functions', 'SQL', 'Data analysis', 'Data Lake', 'Data', 'Azure Databricks', 'Functional']","Experience 4- 8 yearsImmediate to 30 days of Notice PeriodMust Have Skills Strong SQL, ...",3.7,22533.0,"Hybrid - Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",https://www.naukri.com/job-listings-data-analyst-tech-mahindra-hyderabad-secunderabad-telangana-pune-maharashtra-bangalore-bengaluru-karnataka-4-to-8-years-270623007862
418,Data Analyst,Brightly Software a Siemens Company,6-8 Lacs PA,2-3 Yrs ,"['Advanced Excel', 'Data Analytics', 'sql', 'communication skills', 'Office', 'MS Office tools', 'Analysis', 'Data analysis']",Who we are Build a brighter future while learning and growing with a Siemens company at...,4.0,10.0,"Hybrid - Noida, Uttar Pradesh",https://www.naukri.com/job-listings-data-analyst-brightly-software-a-siemens-company-noida-uttar-pradesh-2-to-3-years-140623004847
424,Sr. Data Scientist,Neuronimbus Software Services,Not disclosed,5-8 Yrs ,"['data science', 'Data collection', 'Machine', 'Science', 'SR', 'Data', 'Collections']","Roles and Responsibilities Process, cleanse, and validate the integrity of data to be u...",4.8,26.0,"Hybrid - Gurgaon/ Gurugram, Haryana",https://www.naukri.com/job-listings-sr-data-scientist-neuronimbus-software-services-gurgaon-gurugram-haryana-5-to-8-years-260623005250
425,Senior Data Scientist,Americana Restaurants,Not disclosed,5-9 Yrs ,"['Data Science', 'Linux', 'Machine', 'Algorithms', 'Science', 'Senior', 'GCP', 'Microsoft Azure']","6+ years experience developing and deploying machine learning systems into production, ...",,,Gurgaon/Gurugram,https://www.naukri.com/job-listings-senior-data-scientist-americana-restaurants-gurgaon-gurugram-5-to-9-years-081222907047
427,Senior Data Analyst,Innovaccer,Not disclosed,1-4 Yrs ,"['Informatica', 'Data analysis', 'Rational', 'Data', 'SQL', 'Data structures', 'Senior', 'Analytics']","Proven experience of usage of Python libraries, SQL Analytic functions and AWS CLI scri...",3.2,218.0,Noida,https://www.naukri.com/job-listings-senior-data-analyst-innovaccer-noida-1-to-4-years-280623500973
