skills,experience,interest,education,work_type,communication,target_role,job_link
"React Native, Mobile Dev",2.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"Machine Learning, R",5.0,AI,Post Graduate,Remote,7.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Scala, Spark",4.0,Data,Post Graduate,Hybrid,7.0,Big Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Swift, iOS Development",4.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Machine Learning, R",3.0,AI,Post Graduate,Remote,7.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Excel, VBA",6.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Machine Learning, R",3.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Flutter, Dart",4.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"JavaScript, Angular",4.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Python, NLP, Spacy",5.0,AI,Post Graduate,Remote,6.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Machine Learning, R",3.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Machine Learning, R",3.0,AI,Post Graduate,Remote,6.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, SQL, Pandas",3.0,Data,Graduate,Remote,5.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Data Visualization, PowerBI",4.0,Data,Graduate,Remote,5.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Social Media, Branding",3.0,Marketing,Graduate,Remote,8.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Kotlin, Android Studio",2.0,Mobile,Graduate,Remote,8.0,Android Developer,https://www.dewii.in/android-developer
"Scala, Spark",4.0,Data,Post Graduate,Hybrid,6.0,Big Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, NLP, Spacy",4.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
Marketing Automation,4.0,Marketing,Graduate,Remote,8.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"TensorFlow, PyTorch",6.0,AI,Post Graduate,Remote,8.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"TensorFlow, PyTorch",4.0,AI,Post Graduate,Remote,7.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Flutter, Dart",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Adobe XD, Prototyping",3.0,Design,Graduate,Remote,8.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Adobe XD, Prototyping",3.0,Design,Graduate,Remote,9.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
Marketing Automation,4.0,Marketing,Graduate,Remote,8.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Ruby on Rails, PostgreSQL",4.0,Backend,Graduate,Remote,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Adobe XD, Prototyping",4.0,Design,Graduate,Remote,8.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Unity, C#",3.0,Game Dev,Graduate,Onsite,6.0,Game Developer,https://www.desirousgc.com/job/171
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,7.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Python, Data Engineering",4.0,Data,Post Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"AWS, CloudFormation",6.0,Cloud,Post Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"AWS, CloudFormation",5.0,Cloud,Post Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Photoshop, Figma",4.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Business Analysis, UML",7.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Flutter, Dart",2.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"SQL, Oracle",5.0,Data,Post Graduate,Onsite,5.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"React Native, Mobile Dev",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"JavaScript, Angular",4.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"TensorFlow, PyTorch",4.0,AI,Post Graduate,Remote,8.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Python, NLP, Spacy",4.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"UX Research, Wireframing",3.0,Design,Graduate,Remote,8.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Python, Data Engineering",6.0,Data,Post Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Docker, Kubernetes",3.0,DevOps,Graduate,Remote,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"React, JavaScript, UI",1.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Machine Learning, R",5.0,AI,Post Graduate,Remote,7.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SQL, Tableau",3.0,Analytics,Graduate,Hybrid,6.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SEO, Content Marketing",4.0,Marketing,Graduate,Remote,10.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"AWS, CloudFormation",5.0,Cloud,Post Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Linux, Networking, Security",7.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,8.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"SEO, Content Marketing",5.0,Marketing,Graduate,Remote,8.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"AWS, CloudFormation",4.0,Cloud,Post Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"SQL, Oracle",7.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Project Management, JIRA",8.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Linux, Networking, Security",7.0,DevOps,Graduate,Onsite,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
Marketing Automation,5.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Node.js, Express, MongoDB",2.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"PHP, Laravel",4.0,Backend,Graduate,Remote,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"PHP, WordPress",3.0,Web,Graduate,Remote,7.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Google Ads, Analytics",4.0,Marketing,Graduate,Hybrid,8.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Linux, Networking, Security",7.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,7.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Ruby on Rails, PostgreSQL",4.0,Backend,Graduate,Remote,7.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Python, Data Engineering",6.0,Data,Post Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"AutoCAD, SolidWorks",6.0,Design,Graduate,Onsite,7.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Java, Spring Boot",3.0,Backend,Post Graduate,Onsite,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"SwiftUI, iOS Dev",5.0,Mobile,Graduate,Remote,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"UX Research, Wireframing",4.0,Design,Graduate,Remote,7.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Scala, Spark",5.0,Data,Post Graduate,Hybrid,7.0,Big Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
Marketing Automation,4.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"SQL Server, SSIS",3.0,Data,Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"PHP, WordPress",2.0,Web,Graduate,Remote,8.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Go, Microservices",6.0,Backend,Graduate,Onsite,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"C++, Embedded Systems",6.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"SQL, Tableau",3.0,Analytics,Graduate,Hybrid,7.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,7.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"SQL, Oracle",5.0,Data,Post Graduate,Onsite,5.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Google Cloud, BigQuery",6.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Photoshop, Figma",2.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Java, Spring Boot",4.0,Backend,Post Graduate,Onsite,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Photoshop, Figma",2.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Project Management, JIRA",8.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Python, ML, TensorFlow",2.0,AI,Post Graduate,Remote,5.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"JavaScript, Angular",3.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"JavaScript, Vue.js",2.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Swift, iOS Development",3.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
Marketing Automation,4.0,Marketing,Graduate,Remote,7.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Python, Data Engineering",4.0,Data,Post Graduate,Hybrid,8.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
Marketing Automation,4.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Cloud Security, IAM",3.0,Security,Graduate,Onsite,8.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Google Cloud, BigQuery",6.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"React, JavaScript, UI",1.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Java, Spring Boot",3.0,Backend,Post Graduate,Onsite,4.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Business Analysis, UML",7.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"AutoCAD, SolidWorks",6.0,Design,Graduate,Onsite,6.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,7.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,7.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Data Visualization, PowerBI",4.0,Data,Graduate,Remote,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Data Visualization, PowerBI",3.0,Data,Graduate,Remote,6.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
Marketing Automation,5.0,Marketing,Graduate,Remote,8.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Node.js, Express, MongoDB",1.0,Backend,Graduate,Hybrid,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"AutoCAD, SolidWorks",5.0,Design,Graduate,Onsite,5.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Docker, Kubernetes",2.0,DevOps,Graduate,Remote,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,8.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Communication, CRM",6.0,Sales,Graduate,Onsite,9.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,6.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,8.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Unity, C#",3.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Python, SQL, Pandas",2.0,Data,Graduate,Remote,5.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Adobe XD, Prototyping",3.0,Design,Graduate,Remote,8.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Public Speaking, Leadership",8.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"SQL, Oracle",5.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Adobe XD, Prototyping",5.0,Design,Graduate,Remote,7.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
